HBI,05-Nov-2020,Sep 2020,0.36,0.42,0.06,16.6
IEX,27-Oct-2020,Sep 2020,1.2,1.4,0.2,16.6
MTD,05-Nov-2020,Sep 2020,6.02,7.02,1,16.6
SWI,27-Oct-2020,Sep 2020,0.24,0.28,0.04,16.6
PRI,04-Nov-2020,Sep 2020,2.38,2.78,0.4,16.8
BBY,24-Nov-2020,Oct 2020,1.76,2.06,0.3,17
GNTX,23-Oct-2020,Sep 2020,0.41,0.48,0.07,17
KEY,21-Oct-2020,Sep 2020,0.35,0.41,0.06,17.1
CBT,23-Nov-2020,Sep 2020,0.58,0.68,0.1,17.2
BWA,29-Oct-2020,Sep 2020,0.75,0.88,0.13,17.3
CRI,23-Oct-2020,Sep 2020,1.67,1.96,0.29,17.3
LMND,10-Nov-2020,Sep 2020,-0.69,-0.57,0.12,17.3
TSCO,22-Oct-2020,Sep 2020,1.38,1.62,0.24,17.3
NOW,28-Oct-2020,Sep 2020,1.03,1.21,0.18,17.4
RKT,10-Nov-2020,Sep 2020,1.03,1.21,0.18,17.4
ZION,19-Oct-2020,Sep 2020,0.86,1.01,0.15,17.4
LDOS,02-Nov-2020,Sep 2020,1.25,1.47,0.22,17.6
NFG,05-Nov-2020,Sep 2020,0.34,0.4,0.06,17.6
UNH,14-Oct-2020,Sep 2020,2.98,3.51,0.53,17.7
BWXT,02-Nov-2020,Sep 2020,0.67,0.79,0.12,17.9
BLK,13-Oct-2020,Sep 2020,7.81,9.22,1.41,18
GPK,20-Oct-2020,Sep 2020,0.22,0.26,0.04,18.1
RP,05-Nov-2020,Sep 2020,0.44,0.52,0.08,18.1
TMX,05-Nov-2020,Sep 2020,0.22,0.26,0.04,18.1
VRSN,22-Oct-2020,Sep 2020,1.26,1.49,0.23,18.2
FNF,04-Nov-2020,Sep 2020,1.25,1.48,0.23,18.4
LUV,22-Oct-2020,Sep 2020,-2.44,-1.99,0.45,18.4
STL,21-Oct-2020,Sep 2020,0.38,0.45,0.07,18.4
OKE,27-Oct-2020,Sep 2020,0.59,0.7,0.11,18.6
SPR,03-Nov-2020,Sep 2020,-1.65,-1.34,0.31,18.7
CDK,02-Nov-2020,Sep 2020,0.69,0.82,0.13,18.8
GNRC,28-Oct-2020,Sep 2020,1.75,2.08,0.33,18.8
NUE,22-Oct-2020,Sep 2020,0.53,0.63,0.1,18.8
MSFT,27-Oct-2020,Sep 2020,1.53,1.82,0.29,18.9
ATR,29-Oct-2020,Sep 2020,0.84,1,0.16,19
IDXX,29-Oct-2020,Sep 2020,1.42,1.69,0.27,19
RPM,07-Oct-2020,Aug 2020,1.21,1.44,0.23,19
DISCA,05-Nov-2020,Sep 2020,0.68,0.81,0.13,19.1
EWBC,22-Oct-2020,Sep 2020,0.94,1.12,0.18,19.1
WFC,14-Oct-2020,Sep 2020,0.47,0.56,0.09,19.1
HPQ,24-Nov-2020,Oct 2020,0.52,0.62,0.1,19.2
