FIVE,02-Dec-2020,Oct 2020,0.19,0.36,0.17,89.4
MAN,20-Oct-2020,Sep 2020,0.63,1.2,0.57,90.4
OMF,26-Oct-2020,Sep 2020,1.15,2.19,1.04,90.4
NWL,30-Oct-2020,Sep 2020,0.44,0.84,0.4,90.9
GM,05-Nov-2020,Sep 2020,1.47,2.83,1.36,92.5
NKE,22-Sep-2020,Aug 2020,0.48,0.95,0.47,97.9
PSX,30-Oct-2020,Sep 2020,-0.8,-0.01,0.79,98.7
CDAY,05-Nov-2020,Sep 2020,0.06,0.12,0.06,100
NWSA,05-Nov-2020,Sep 2020,0.04,0.08,0.04,100
PPC,28-Oct-2020,Sep 2020,0.33,0.66,0.33,100
XRX,27-Oct-2020,Sep 2020,0.24,0.48,0.24,100
FL,20-Nov-2020,Oct 2020,0.6,1.21,0.61,101.6
KSS,17-Nov-2020,Oct 2020,-0.43,0.01,0.44,102.3
LW,07-Oct-2020,Aug 2020,0.3,0.61,0.31,103.3
BFAM,05-Nov-2020,Sep 2020,-0.46,0.02,0.48,104.3
AGCO,03-Nov-2020,Sep 2020,1.02,2.09,1.07,104.9
FHN,23-Oct-2020,Sep 2020,0.17,0.35,0.18,105.8
SC,28-Oct-2020,Sep 2020,0.75,1.58,0.83,110.6
DKS,24-Nov-2020,Oct 2020,0.94,2.01,1.07,113.8
EEFT,28-Oct-2020,Sep 2020,0.52,1.12,0.6,115.3
HUBS,05-Nov-2020,Sep 2020,0.13,0.28,0.15,115.3
BMRN,05-Nov-2020,Sep 2020,0.25,0.54,0.29,116
GO,10-Nov-2020,Sep 2020,0.23,0.5,0.27,117.3
WORK,01-Dec-2020,Oct 2020,-0.05,0.01,0.06,120
XPO,05-Nov-2020,Sep 2020,0.38,0.84,0.46,121
ACI,20-Oct-2020,Aug 2020,0.27,0.6,0.33,122.2
AVLR,05-Nov-2020,Sep 2020,-0.09,0.02,0.11,122.2
ROKU,05-Nov-2020,Sep 2020,-0.39,0.09,0.48,123
JLL,02-Nov-2020,Sep 2020,1.34,2.99,1.65,123.1
NVCR,29-Oct-2020,Sep 2020,0.04,0.09,0.05,125
TMUS,05-Nov-2020,Sep 2020,0.51,1.17,0.66,129.4
JAMF,12-Nov-2020,Sep 2020,0.03,0.07,0.04,133.3
ZS,02-Dec-2020,Oct 2020,0.06,0.14,0.08,133.3
CRM,01-Dec-2020,Oct 2020,0.74,1.74,1,135.1
CVX,30-Oct-2020,Sep 2020,-0.29,0.11,0.4,137.9
CACC,29-Oct-2020,Sep 2020,5.69,13.56,7.87,138.3
XRAY,05-Nov-2020,Sep 2020,0.28,0.67,0.39,139.2
FSLR,27-Oct-2020,Sep 2020,0.6,1.45,0.85,141.6
SQ,05-Nov-2020,Sep 2020,0.14,0.34,0.2,142.8
XEC,04-Nov-2020,Sep 2020,0.21,0.51,0.3,142.8
EVBG,05-Nov-2020,Sep 2020,-0.11,0.05,0.16,145.4
PEN,28-Oct-2020,Sep 2020,-0.13,0.06,0.19,146.1
ZG,05-Nov-2020,Sep 2020,0.15,0.37,0.22,146.6
INTU,19-Nov-2020,Oct 2020,0.38,0.94,0.56,147.3
MAT,22-Oct-2020,Sep 2020,0.38,0.95,0.57,150
PCTY,05-Nov-2020,Sep 2020,0.15,0.38,0.23,153.3
COF,22-Oct-2020,Sep 2020,1.99,5.05,3.06,153.7
TDS,05-Nov-2020,Sep 2020,0.26,0.66,0.4,153.8
VST,04-Nov-2020,Sep 2020,0.4,1.02,0.62,155
TTD,05-Nov-2020,Sep 2020,0.49,1.27,0.78,159.1
VSAT,05-Nov-2020,Sep 2020,-0.05,0.03,0.08,160
TPR,29-Oct-2020,Sep 2020,0.22,0.58,0.36,163.6
DCT,20-Oct-2020,Aug 2020,-0.03,0.02,0.05,166.6
HLT,04-Nov-2020,Sep 2020,-0.09,0.06,0.15,166.6
EOG,05-Nov-2020,Sep 2020,0.16,0.43,0.27,168.7
TWLO,26-Oct-2020,Sep 2020,-0.05,0.04,0.09,180
PODD,04-Nov-2020,Sep 2020,0.06,0.17,0.11,183.3
W,03-Nov-2020,Sep 2020,0.81,2.3,1.49,183.9
MAR,06-Nov-2020,Sep 2020,-0.07,0.06,0.13,185.7
F,28-Oct-2020,Sep 2020,0.22,0.65,0.43,195.4
Y,03-Nov-2020,Sep 2020,-3.37,3.23,6.6,195.8
UHAL,04-Nov-2020,Sep 2020,4.58,13.58,9,196.5
AVT,28-Oct-2020,Sep 2020,0.12,0.36,0.24,200
EVR,21-Oct-2020,Sep 2020,0.37,1.11,0.74,200
GE,28-Oct-2020,Sep 2020,-0.06,0.06,0.12,200
MDLA,03-Dec-2020,Oct 2020,-0.01,0.01,0.02,200
PSTG,24-Nov-2020,Oct 2020,-0.01,0.01,0.02,200
TWTR,29-Oct-2020,Sep 2020,0.06,0.19,0.13,216.6
CLH,04-Nov-2020,Sep 2020,0.28,0.9,0.62,221.4
USM,05-Nov-2020,Sep 2020,0.3,0.97,0.67,223.3
AYX,05-Nov-2020,Sep 2020,0.12,0.39,0.27,225
SLM,21-Oct-2020,Sep 2020,0.14,0.47,0.33,235.7
TRN,21-Oct-2020,Sep 2020,0.05,0.17,0.12,240
HOG,27-Oct-2020,Sep 2020,0.22,0.78,0.56,254.5
COTY,06-Nov-2020,Sep 2020,-0.07,0.11,0.18,257.1
ALGN,21-Oct-2020,Sep 2020,0.59,2.25,1.66,281.3
SATS,05-Nov-2020,Sep 2020,-0.14,0.26,0.4,285.7
JEF,23-Sep-2020,Aug 2020,0.27,1.07,0.8,296.3
GRUB,28-Oct-2020,Sep 2020,-0.07,0.16,0.23,328.5
